locus	length bp	direction	start	stop	NCBI Name	NCBI Locus	NCBI Annotation
flgB	402	=>	1131239	1131640	flgB	CLJU_RS05000	MULTISPECIES: flagellar basal body rod protein FlgB
flgC	432	=>	1131652	1132083	flgC	CLJU_RS05005	flagellar basal body rod protein FlgC
fliE	339	=>	1132095	1132433	fliE	CLJU_RS05010	MULTISPECIES: flagellar hook-basal body complex protein FliE
fliF	1599	=>	1132451	1134049	fliF	CLJU_RS05015	flagellar basal body M-ring protein FliF
fliG	1017	=>	1134054	1135070	fliG	CLJU_RS05020	MULTISPECIES: flagellar motor switch protein FliG
fliH	774	=>	1135054	1135827	-	CLJU_RS05025	MULTISPECIES: flagellar assembly protein FliH
fliI	1308	=>	1135854	1137161	fliI	CLJU_RS05030	MULTISPECIES: flagellar protein export ATPase FliI
fliJ	438	=>	1137218	1137655	fliJ	CLJU_RS05035	flagellar export protein FliJ
fliK	1542	=>	1137684	1139225	-	CLJU_RS05040	flagellar hook-length control protein FliK
flgD	720	=>	1139255	1139974	-	CLJU_RS05045	flagellar basal body rod modification protein FlgD
CLJU_c10290	405	=>	1139993	1140397	-	CLJU_RS05050	MULTISPECIES: flagellar biosynthesis protein
flgE	972	=>	1140487	1141458	-	CLJU_RS05055	flagellar hook-basal body complex protein
CLJU_c10310	195	=>	1141741	1141935	-	CLJU_RS05060	MULTISPECIES: flagellar FlbD family protein
fliL	540	=>	1141994	1142533	-	CLJU_RS05065	MULTISPECIES: flagellar biosynthesis protein FliL
fliO	405	=>	1142570	1142974	-	CLJU_RS05070	MULTISPECIES: FliO/MopB family protein
fliP	801	=>	1142971	1143771	fliP	CLJU_RS05075	flagellar type III secretion system pore protein FliP
fliQ	270	=>	1143782	1144051	fliQ	CLJU_RS05080	MULTISPECIES: flagellar biosynthesis protein FliQ
CLJU_c10360	1821	=>	1144086	1145906	-	CLJU_RS05085	fused FliR family export protein/FlhB family type III secretion system protein
flhA	2067	=>	1145911	1147977	flhA	CLJU_RS05090	MULTISPECIES: flagellar biosynthesis protein FlhA
flhF	1194	=>	1147977	1149170	flhF	CLJU_RS05095	flagellar biosynthesis protein FlhF
fleN	879	=>	1149164	1150042	-	CLJU_RS05100	MULTISPECIES: MinD/ParA family protein
CLJU_c10400	672	=>	1150057	1150728	-	CLJU_RS05105	MULTISPECIES: flagellar protein
CLJU_c10410	726	=>	1150732	1151457	-	CLJU_RS05110	MULTISPECIES: FliA/WhiG family RNA polymerase sigma factor
CLJU_c10420	483	=>	1151485	1151967	-	CLJU_RS05115	MULTISPECIES: hypothetical protein
CLJU_c10430	120	=>	1152045	1152164			
flgG1	768	=>	1152161	1152928	-	CLJU_RS05120	MULTISPECIES: flagellar basal body rod protein FlgG
flgG2	789	=>	1152953	1153741	flgG	CLJU_RS05125	MULTISPECIES: flagellar basal body rod protein FlgG
CLJU_c10460	399	=>	1154184	1154582			
ppaC	1632	<=	1154648	1156279	-	CLJU_RS05135	MULTISPECIES: putative manganese-dependent inorganic diphosphatase
mgtA	2541	=>	1156610	1159150	-	CLJU_RS05140	"MULTISPECIES: calcium-translocating P-type ATPase, PMCA-type"
CLJU_c10490	405	<=	1159188	1159592	-	CLJU_RS05145	MULTISPECIES: hypothetical protein
CLJU_c10500	2322	=>	1159818	1162139	-	CLJU_RS05150	AAA family ATPase
CLJU_c10510	609	=>	1162826	1163434	-	CLJU_RS05160	TetR/AcrR family transcriptional regulator
CLJU_c10520	1098	<=	1163595	1164692	ychF	CLJU_RS05165	MULTISPECIES: redox-regulated ATPase YchF
CLJU_c10530	429	=>	1164973	1165401	mraZ	CLJU_RS05170	MULTISPECIES: division/cell wall cluster transcriptional repressor MraZ
mraW	930	=>	1165482	1166411	rsmH	CLJU_RS05175	MULTISPECIES: 16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH
CLJU_c10550	471	=>	1166448	1166918	-	CLJU_RS05180	MULTISPECIES: cell division protein FtsL
ftsI1	1788	=>	1166925	1168712	-	CLJU_RS05185	MULTISPECIES: stage V sporulation protein D
murE	1449	=>	1168915	1170363	-	CLJU_RS05190	"MULTISPECIES: UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase"
murF	1395	=>	1170716	1172110	-	CLJU_RS05195	MULTISPECIES: UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
mraY	981	=>	1172118	1173098	-	CLJU_RS05200	MULTISPECIES: phospho-N-acetylmuramoyl-pentapeptide-transferase
ftsW1	1119	=>	1173185	1174303	spoVE	CLJU_RS05205	MULTISPECIES: stage V sporulation protein E
ftsQ	771	=>	1174711	1175481	-	CLJU_RS05210	FtsQ-type POTRA domain-containing protein
CLJU_c10620	714	=>	1175496	1176209	-	CLJU_RS05215	MULTISPECIES: DUF881 domain-containing protein
CLJU_c10630	342	=>	1176227	1176568	-	CLJU_RS05220	MULTISPECIES: small basic family protein
CLJU_c10640	726	=>	1176579	1177304	-	CLJU_RS05225	DUF881 domain-containing protein
CLJU_c10650	732	=>	1177365	1178096	-	CLJU_RS05230	MULTISPECIES: YggS family pyridoxal phosphate-dependent enzyme
CLJU_c10660	465	=>	1178109	1178573	-	CLJU_RS05235	MULTISPECIES: DUF552 domain-containing protein
CLJU_c10670	267	=>	1178606	1178872	-	CLJU_RS05240	MULTISPECIES: YggT family protein
CLJU_c10680	774	=>	1178909	1179682	-	CLJU_RS05245	MULTISPECIES: RNA-binding protein
CLJU_c10690	684	=>	1179700	1180383	-	CLJU_RS05250	MULTISPECIES: DivIVA domain-containing protein
CLJU_c10700	693	=>	1180509	1181201	-	CLJU_RS05255	MULTISPECIES: 5\'-methylthioadenosine/adenosylhomocysteine nucleosidase
CLJU_c10710	456	=>	1181233	1181688	lspA	CLJU_RS05260	MULTISPECIES: signal peptidase II
CLJU_c10720	909	=>	1181678	1182586	-	CLJU_RS05265	RluA family pseudouridine synthase
CLJU_c10730	1299	<=	1182644	1183942	uraA	CLJU_RS05270	MULTISPECIES: uracil permease
pyrR	534	<=	1183986	1184519	pyrR	CLJU_RS05275	MULTISPECIES: bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR
CLJU_c10750	1737	<=	1184834	1186570	-	CLJU_RS05280	fibronectin/fibrinogen-binding protein
dapF	822	=>	1186725	1187546	-	CLJU_RS05285	MULTISPECIES: diaminopimelate epimerase
CLJU_c10770	1080	=>	1187546	1188625	-	CLJU_RS05290	MULTISPECIES: hypothetical protein
CLJU_c10780	600	<=	1188905	1189504	-	CLJU_RS05295	nitroreductase family protein
CLJU_c10790	108	=>	1189765	1189872			
CLJU_c10800	630	<=	1189974	1190603	-	CLJU_RS05300	VanZ family protein
CLJU_c10810	141	<=	1190939	1191079			
CLJU_c10820	519	=>	1191266	1191784	-	CLJU_RS05305	MULTISPECIES: phospholipid methyltransferase
crp1	651	<=	1192108	1192758	-	CLJU_RS05310	Crp/Fnr family transcriptional regulator
CLJU_c10840	765	=>	1192869	1193633	-	CLJU_RS05315	class I SAM-dependent methyltransferase
CLJU_c10850	411	=>	1193962	1194372	-	CLJU_RS05320	GNAT family N-acetyltransferase
CLJU_c10860	447	<=	1194411	1194857	-	CLJU_RS05325	hypothetical protein
CLJU_c10870	1323	=>	1195744	1197066	-	CLJU_RS05330	GHKL domain-containing protein
CLJU_c10880	159	<=	1197216	1197374			
CLJU_c10890	240	<=	1197407	1197646	-	CLJU_RS05335	MULTISPECIES: ImmA/IrrE family metallo-endopeptidase
exeE	1515	=>	1197885	1199399	-	CLJU_RS05340	MULTISPECIES: type II/IV secretion system protein
exeF	1023	=>	1199707	1200729	-	CLJU_RS05345	type II secretion system F family protein
CLJU_c10920	396	=>	1200754	1201149	-	CLJU_RS05350	MULTISPECIES: type II secretion system protein
CLJU_c10930	453	=>	1201213	1201665	-	CLJU_RS05355	MULTISPECIES: type II secretion system protein
CLJU_c10940	459	=>	1201695	1202153	-	CLJU_RS05360	MULTISPECIES: prepilin-type N-terminal cleavage/methylation domain-containing protein
CLJU_c10950	432	=>	1202188	1202619	-	CLJU_RS05365	MULTISPECIES: prepilin-type N-terminal cleavage/methylation domain-containing protein
CLJU_c10960	414	=>	1202616	1203029	-	CLJU_RS05370	MULTISPECIES: hypothetical protein
CLJU_c10970	735	=>	1203026	1203760	-	CLJU_RS05375	MULTISPECIES: hypothetical protein
CLJU_c10980	444	=>	1203828	1204271	-	CLJU_RS05380	MULTISPECIES: hypothetical protein
CLJU_c10990	420	=>	1204382	1204801	-	CLJU_RS05385	MULTISPECIES: hypothetical protein
pepQ1	1077	=>	1205109	1206185	-	CLJU_RS05390	MULTISPECIES: aminopeptidase P family protein
efp	567	=>	1206505	1207071	efp	CLJU_RS05395	MULTISPECIES: elongation factor P
CLJU_c11020	402	=>	1207111	1207512	-	CLJU_RS05400	MULTISPECIES: hypothetical protein
spoIIIAA	927	=>	1207631	1208557	spoIIIAA	CLJU_RS05405	MULTISPECIES: stage III sporulation protein AA
spoIIIAB	519	=>	1208559	1209077	-	CLJU_RS05410	MULTISPECIES: stage III sporulation protein SpoAB
spoIIIAC	198	=>	1209135	1209332	spoIIIAC	CLJU_RS05415	MULTISPECIES: stage III sporulation protein AC
spoIIIAD	384	=>	1209342	1209725	spoIIIAD	CLJU_RS05420	MULTISPECIES: stage III sporulation protein AD
spoIIIAE	1233	=>	1209734	1210966	spoIIIAE	CLJU_RS05425	MULTISPECIES: stage III sporulation protein AE
spoIIIAF	597	=>	1210983	1211579	spoIIIAF	CLJU_RS05430	MULTISPECIES: stage III sporulation protein AF
spoIIIAG	636	=>	1211597	1212232	spoIIIAG	CLJU_RS05435	MULTISPECIES: stage III sporulation protein AG
spoIIIAH	561	=>	1212290	1212850	-	CLJU_RS05440	MULTISPECIES: SpoIIIAH-like family protein
CLJU_c11110	399	=>	1212961	1213359	-	CLJU_RS05445	MULTISPECIES: Asp23/Gls24 family envelope stress response protein
nusB	477	=>	1213501	1213977	nusB	CLJU_RS05450	MULTISPECIES: transcription antitermination factor NusB
xseA	1197	=>	1214008	1215204	-	CLJU_RS05455	MULTISPECIES: exodeoxyribonuclease VII large subunit
xseB	225	=>	1215220	1215444	-	CLJU_RS05460	MULTISPECIES: exodeoxyribonuclease VII small subunit
fps	882	=>	1215490	1216371	-	CLJU_RS05465	polyprenyl synthetase family protein
dxs	1875	=>	1216426	1218300	dxs	CLJU_RS05470	MULTISPECIES: 1-deoxy-D-xylulose-5-phosphate synthase
CLJU_c11170	825	=>	1218318	1219142	-	CLJU_RS05475	MULTISPECIES: TlyA family RNA methyltransferase
ppnK	858	=>	1219139	1219996	-	CLJU_RS05480	MULTISPECIES: NAD(+)/NADH kinase
argR	453	=>	1219983	1220435	-	CLJU_RS05485	MULTISPECIES: arginine repressor
recN	1698	=>	1220447	1222144	recN	CLJU_RS05490	MULTISPECIES: DNA repair protein RecN
spoIVB	1107	=>	1222317	1223423	spoIVB	CLJU_RS05495	MULTISPECIES: SpoIVB peptidase
spo0A	816	=>	1223641	1224456	spo0A	CLJU_RS05500	MULTISPECIES: sporulation transcription factor Spo0A
CLJU_c11230	171	=>	1224525	1224695			
CLJU_c11240	522	=>	1224805	1225326	-	CLJU_RS05505	MULTISPECIES: NUDIX hydrolase
spoIIM	651	=>	1225395	1226045	spoIIM	CLJU_RS05510	MULTISPECIES: stage II sporulation protein M
xerD	879	=>	1226304	1227182	-	CLJU_RS05520	MULTISPECIES: tyrosine recombinase XerD
dacC	1308	=>	1227221	1228528	-	CLJU_RS05525	MULTISPECIES: D-alanyl-D-alanine carboxypeptidase
cca	1167	=>	1228687	1229853	-	CLJU_RS05530	MULTISPECIES: CCA tRNA nucleotidyltransferase
scpA	756	=>	1229854	1230609	-	CLJU_RS05535	MULTISPECIES: segregation/condensation protein A
scpB	576	=>	1230599	1231174	-	CLJU_RS05540	MULTISPECIES: segregation/condensation protein B
CLJU_c11310	441	<=	1231229	1231669	ytfJ	CLJU_RS05545	MULTISPECIES: sporulation protein YtfJ
CLJU_c11320	501	<=	1231737	1232237	-	CLJU_RS05550	MULTISPECIES: DUF2953 domain-containing protein
CLJU_c11330	1104	=>	1232529	1233632	-	CLJU_RS05555	MULTISPECIES: D-alanyl-D-alanine carboxypeptidase
CLJU_c11340	492	<=	1234214	1234705	-	CLJU_RS05560	MULTISPECIES: hypothetical protein
CLJU_c11350	417	=>	1235273	1235689	-	CLJU_RS05565	MULTISPECIES: SoxR reducing system RseC family protein
rnfC	1374	=>	1235903	1237276	rsxC	CLJU_RS05570	MULTISPECIES: electron transport complex subunit RsxC
rnfD	996	=>	1237295	1238290	-	CLJU_RS05575	MULTISPECIES: RnfABCDGE type electron transport complex subunit D
rnfG	558	=>	1238297	1238854	-	CLJU_RS05580	MULTISPECIES: RnfABCDGE type electron transport complex subunit G
rnfE	642	=>	1238857	1239498	-	CLJU_RS05585	MULTISPECIES: electron transport complex subunit E
rnfA	582	=>	1239498	1240079	-	CLJU_RS05590	MULTISPECIES: RnfABCDGE type electron transport complex subunit A
rnfB	855	=>	1240095	1240949	-	CLJU_RS05595	MULTISPECIES: Fe-S cluster domain-containing protein
CLJU_c11420	519	<=	1241204	1241722	-	CLJU_RS05600	MULTISPECIES: Gx transporter family protein
CLJU_c11430	384	<=	1241751	1242134	-	CLJU_RS05605	MULTISPECIES: NusG domain II-containing protein
CLJU_c11440	657	<=	1242340	1242996	-	CLJU_RS05610	MULTISPECIES: DUF4397 domain-containing protein
CLJU_c11450	480	<=	1243074	1243553	-	CLJU_RS05615	MULTISPECIES: hypothetical protein
CLJU_c11460	822	=>	1243874	1244695	-	CLJU_RS05620	MULTISPECIES: Cof-type HAD-IIB family hydrolase
CLJU_c11470	261	=>	1244753	1245013	-	CLJU_RS05625	MULTISPECIES: metal-sensitive transcriptional regulator
CLJU_c11480	477	<=	1245026	1245502	-	CLJU_RS05630	MULTISPECIES: threonine/serine exporter
CLJU_c11490	771	<=	1245499	1246269	-	CLJU_RS05635	MULTISPECIES: threonine/serine exporter family protein
glyA	1245	=>	1246607	1247851	-	CLJU_RS05640	serine hydroxymethyltransferase
CLJU_c11510	780	<=	1248061	1248840	-	CLJU_RS05645	amidohydrolase family protein
CLJU_c11520	402	<=	1248897	1249298	-	CLJU_RS05650	MerR family transcriptional regulator
CLJU_c11530	243	=>	1249444	1249686	-	CLJU_RS05655	hypothetical protein
purL	3771	=>	1249859	1253629	-	CLJU_RS05660	phosphoribosylformylglycinamidine synthase
CLJU_c11550	858	<=	1253733	1254590	-	CLJU_RS05665	MULTISPECIES: MurR/RpiR family transcriptional regulator
CLJU_c11560	1095	=>	1254904	1255998	-	CLJU_RS05670	MULTISPECIES: alcohol dehydrogenase catalytic domain-containing protein
CLJU_c11570	1539	=>	1256057	1257595	-	CLJU_RS05675	MULTISPECIES: xylulose kinase
CLJU_c11580	1032	=>	1257632	1258663	-	CLJU_RS05680	2-hydroxyacid dehydrogenase
CLJU_c11590	897	=>	1258723	1259619	gnd	CLJU_RS05685	MULTISPECIES: decarboxylating 6-phosphogluconate dehydrogenase
CLJU_c11600	1326	=>	1260099	1261424	-	CLJU_RS05690	MULTISPECIES: idonate transporter
CLJU_c11610	1521	=>	1261587	1263107	-	CLJU_RS05695	MULTISPECIES: gluconokinase
CLJU_c11620	924	=>	1263139	1264062	-	CLJU_RS05700	MULTISPECIES: phosphoglycerate dehydrogenase
CLJU_c11630	645	=>	1264107	1264751	-	CLJU_RS05705	bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase
CLJU_c11640	2163	=>	1264910	1267072	-	CLJU_RS05710	DctP family TRAP transporter solute-binding subunit
CLJU_c11650	873	=>	1267268	1268140	-	CLJU_RS05715	MULTISPECIES: DegV family protein
hisZ	1179	=>	1268323	1269501	-	CLJU_RS05720	MULTISPECIES: ATP phosphoribosyltransferase regulatory subunit
hisG	660	=>	1269517	1270176	-	CLJU_RS05725	MULTISPECIES: ATP phosphoribosyltransferase
hisD	1305	=>	1270188	1271492	hisD	CLJU_RS05730	MULTISPECIES: histidinol dehydrogenase
hisB	585	=>	1271523	1272107	hisB	CLJU_RS05735	MULTISPECIES: imidazoleglycerol-phosphate dehydratase HisB
hisH	609	=>	1272231	1272839	hisH	CLJU_RS05740	MULTISPECIES: imidazole glycerol phosphate synthase subunit HisH
hisA	714	=>	1272865	1273578	hisA	CLJU_RS05745	MULTISPECIES: 1-(5-phosphoribosyl)-5
CLJU_c11720	1074	=>	1273607	1274680	-	CLJU_RS05750	MULTISPECIES: histidinol-phosphate transaminase
hisF	762	=>	1274685	1275446	hisF	CLJU_RS05755	MULTISPECIES: imidazole glycerol phosphate synthase subunit HisF
hisI	330	=>	1275469	1275798	hisI	CLJU_RS05760	MULTISPECIES: phosphoribosyl-AMP cyclohydrolase
hisE	336	=>	1275818	1276153	hisE	CLJU_RS05765	MULTISPECIES: phosphoribosyl-ATP diphosphatase
CLJU_c11760	651	=>	1276553	1277203	-	CLJU_RS05770	MULTISPECIES: serine/threonine protein phosphatase
CLJU_c11770	696	=>	1277149	1277844	-	CLJU_RS05775	MULTISPECIES: response regulator transcription factor
CLJU_c11780	1512	=>	1277834	1279345	-	CLJU_RS05780	MULTISPECIES: HAMP domain-containing histidine kinase
CLJU_c11790	594	=>	1279429	1280022	-	CLJU_RS05785	MULTISPECIES: hypothetical protein
CLJU_c11800	924	=>	1280150	1281073	-	CLJU_RS05790	AEC family transporter
hisK	774	=>	1281088	1281861	-	CLJU_RS05795	histidinol phosphate phosphatase
CLJU_c11820	495	=>	1281865	1282359	-	CLJU_RS05800	flavin reductase family protein
pflB1	2565	=>	1282714	1285278	-	CLJU_RS05805	glycyl radical protein
pflA1	933	=>	1285397	1286329	-	CLJU_RS05810	MULTISPECIES: glycyl-radical enzyme activating protein
CLJU_c11850	747	<=	1286407	1287153	-	CLJU_RS05815	MULTISPECIES: response regulator
CLJU_c11860	1212	<=	1287222	1288433	-	CLJU_RS05820	MULTISPECIES: sensor histidine kinase
CLJU_c11870	864	=>	1289030	1289893	pduB	CLJU_RS05825	MULTISPECIES: propanediol utilization microcompartment protein PduB
CLJU_c11880	1143	=>	1289949	1291091	-	CLJU_RS05830	iron-containing alcohol dehydrogenase
CLJU_c11890	810	=>	1291136	1291945	-	CLJU_RS05835	MULTISPECIES: aquaporin
eutT1	774	=>	1291980	1292753	-	CLJU_RS05840	ethanolamine utilization protein
eutJ1	843	=>	1292735	1293577	eutJ	CLJU_RS05845	MULTISPECIES: ethanolamine utilization protein EutJ
CLJU_c11920	306	=>	1293594	1293899	-	CLJU_RS05850	MULTISPECIES: BMC domain-containing protein
eutN1	267	=>	1293893	1294159	-	CLJU_RS05855	MULTISPECIES: ethanolamine utilization protein EutN
eutQ1	672	=>	1294177	1294848	-	CLJU_RS05860	cupin domain-containing protein
CLJU_c11950	747	=>	1294881	1295627	-	CLJU_RS05865	MULTISPECIES: BMC domain-containing protein
CLJU_c11960	1554	=>	1295679	1297232	-	CLJU_RS05870	MULTISPECIES: acetaldehyde dehydrogenase (acetylating)
pduL1	651	=>	1297234	1297884	-	CLJU_RS05875	MULTISPECIES: phosphate propanoyltransferase
CLJU_c11980	291	=>	1297933	1298223	eutM	CLJU_RS05880	MULTISPECIES: ethanolamine utilization microcompartment protein EutM
CLJU_c11990	297	=>	1298298	1298594	eutM	CLJU_RS05885	MULTISPECIES: ethanolamine utilization microcompartment protein EutM
CLJU_c12000	1317	<=	1298694	1300010	-	CLJU_RS05890	MULTISPECIES: replication-associated recombination protein A
alr1	1161	=>	1300512	1301672	alr	CLJU_RS05895	alanine racemase
CLJU_c12020	546	=>	1302056	1302601	-	CLJU_RS05900	MULTISPECIES: cupin domain-containing protein
CLJU_c12030	198	<=	1302598	1302795			
dppA	1590	=>	1302913	1304502	-	CLJU_RS05905	ABC transporter substrate-binding protein
dppB	1005	=>	1304624	1305628	-	CLJU_RS05910	ABC transporter permease
dppC	882	=>	1305640	1306521	-	CLJU_RS05915	ABC transporter permease subunit
dppD	957	=>	1306534	1307490	-	CLJU_RS05920	ABC transporter ATP-binding protein
dppF	753	=>	1307490	1308242	-	CLJU_RS05925	ABC transporter ATP-binding protein
CLJU_c12090	978	=>	1308276	1309253	-	CLJU_RS05930	MULTISPECIES: peptidase M19
CLJU_c12100	447	=>	1309469	1309915	-	CLJU_RS05935	MULTISPECIES: Rrf2 family transcriptional regulator
CLJU_c12110	1209	=>	1309916	1311124	nifS	CLJU_RS05940	MULTISPECIES: cysteine desulfurase NifS
nifU	432	=>	1311121	1311552	nifU	CLJU_RS05945	MULTISPECIES: Fe-S cluster assembly scaffold protein NifU
CLJU_c12130	507	=>	1311703	1312209	-	CLJU_RS05950	MULTISPECIES: photosystem reaction center subunit H
CLJU_c12140	1029	=>	1312292	1313320	-	CLJU_RS05955	MULTISPECIES: AI-2E family transporter
alaS	2640	=>	1313692	1316331	alaS	CLJU_RS05960	MULTISPECIES: alanine--tRNA ligase
CLJU_c12160	252	=>	1316393	1316644	-	CLJU_RS05965	MULTISPECIES: IreB family regulatory phosphoprotein
CLJU_c12170	414	=>	1316708	1317121	ruvX	CLJU_RS05970	MULTISPECIES: Holliday junction resolvase RuvX
CLJU_c12180	261	=>	1317300	1317560	-	CLJU_RS05975	MULTISPECIES: DUF1292 domain-containing protein
fur2	459	=>	1317795	1318253	-	CLJU_RS05980	MULTISPECIES: transcriptional repressor
CLJU_c12200	1668	=>	1318293	1319960	-	CLJU_RS05985	MULTISPECIES: ribonuclease J
CLJU_c12210	360	=>	1319995	1320354	-	CLJU_RS05990	MULTISPECIES: YlbF family regulator
CLJU_c12220	1824	=>	1320529	1322352	typA	CLJU_RS05995	MULTISPECIES: translational GTPase TypA
CLJU_c12230	648	=>	1322410	1323057	-	CLJU_RS06000	MULTISPECIES: O-methyltransferase
CLJU_c12240	1227	=>	1323059	1324285	-	CLJU_RS06005	MULTISPECIES: U32 family peptidase
CLJU_c12250	1665	=>	1324371	1326035	-	CLJU_RS06010	MULTISPECIES: peptidoglycan glycosyltransferase
sigK	702	=>	1326118	1326819	sigK	CLJU_RS06015	MULTISPECIES: RNA polymerase sporulation sigma factor SigK
pilT	1056	=>	1327093	1328148	-	CLJU_RS06020	MULTISPECIES: type IV pilus twitching motility protein PilT
CLJU_c12280	1275	=>	1328284	1329558	-	CLJU_RS06025	MULTISPECIES: glycosyltransferase
ftsA1	1356	=>	1329861	1331216	ftsA	CLJU_RS06030	MULTISPECIES: cell division protein FtsA
ftsZ	1110	=>	1331235	1332344	ftsZ	CLJU_RS06035	MULTISPECIES: cell division protein FtsZ
spoIIGA	798	=>	1332557	1333354	spoIIGA	CLJU_RS06040	MULTISPECIES: sigma-E processing peptidase SpoIIGA
sigE	726	=>	1333532	1334257	sigE	CLJU_RS06045	MULTISPECIES: RNA polymerase sporulation sigma factor SigE
sigG	774	=>	1334331	1335104	sigG	CLJU_RS06050	MULTISPECIES: RNA polymerase sporulation sigma factor SigG
CLJU_c12340	267	=>	1335381	1335647	-	CLJU_RS06055	MULTISPECIES: YlmC/YmxH family sporulation protein
CLJU_c12350	456	=>	1335715	1336170	nrdR	CLJU_RS06060	MULTISPECIES: transcriptional repressor NrdR
CLJU_c12360	711	=>	1336324	1337034	pgeF	CLJU_RS06065	peptidoglycan editing factor PgeF
phoB	696	=>	1337050	1337745	-	CLJU_RS06070	response regulator transcription factor
phoR	1725	=>	1337758	1339482	-	CLJU_RS06075	HAMP domain-containing protein
pstS	903	=>	1339652	1340554	-	CLJU_RS06080	phosphate ABC transporter substrate-binding protein
pstC	900	=>	1340619	1341518	pstC	CLJU_RS06085	phosphate ABC transporter permease subunit PstC
pstA	888	=>	1341518	1342405	pstA	CLJU_RS06090	phosphate ABC transporter permease PstA
pstB	750	=>	1342418	1343167	pstB	CLJU_RS06095	MULTISPECIES: phosphate ABC transporter ATP-binding protein
phoU	657	=>	1343218	1343874	phoU	CLJU_RS06100	phosphate signaling complex protein PhoU
CLJU_c12440	624	=>	1344160	1344783	-	CLJU_RS06105	MULTISPECIES: DUF47 domain-containing protein
pitA	996	=>	1344776	1345771	-	CLJU_RS06110	MULTISPECIES: inorganic phosphate transporter
CLJU_c12460	1335	=>	1345948	1347282	-	CLJU_RS06115	MULTISPECIES: radical SAM protein
engA	1317	=>	1347286	1348602	-	CLJU_RS06120	MULTISPECIES: ribosome biogenesis GTPase Der
